place_id	name	city	pathy	qualification	locality	reason	confidence
14093547337630650220	Dr. Sagar Clinic	Raipur	Allopathic	MBBS	Shastri Market / Moti Bagh, Civil Lines	"MBBS sexologist with 17 yrs experience, direct SH competitor; thin online review presence (only ~4 reviews), some flagged as ""money minded"" with long wait times — beatable on booking convenience and volume."	medium
11901843886035707145	Shri Mahaveer Hospital	Raipur	Allopathic	MBBS, MS/DGO (Obstetrics & Gynaecology)	Civil Lines	Established 15-bed OB/GYN & laparoscopic surgery hospital (Dr. Ritu Jain) on Shankar Nagar Rd, Ayushman-empanelled, 66+ Practo recommendations; strong in women's surgical care but not a sexual/mental-health competitor.	medium
2497039389823426417	HAKIM KHAN DAWAKHANA	Raipur	Unani	unknown		"Traditional Unani hakim-style dawakhana (name = ""Hakim""+""Dawakhana""); no digital footprint on Practo/Justdial for this specific clinic. Low online visibility and traditional single-practitioner positioning make it a weak/non-competitive threat vs an organized allopathic sexual-health chain; likely serves an older, local, low-intent walk-in segment."	medium
8713266004842937674	Asha Clinic	Raipur	Ayurvedic	BAMS	Raipur Ganj	Ayurvedic sexual-wellness clinic (Dr. Asha Ram Gupta) specialising in male sexual problems — direct category competitor to Allo's SH offering; Practo-listed under Ayurveda with active Instagram presence, but single-doctor traditional-medicine positioning limits clinical credibility vs allopathic care.	medium
13388921520930026740	Ayurveda Healthcare Clinic (Dr. R.K. Jha)	Ranchi	Ayurvedic	BAMS	Booty More Chowk (Bariatu)	Established Ayurvedic sexologist (BAMS, ~9 yrs, 7000+ patients treated, Jharkhand Ratna/Governor award) with strong local branding and heavy SEO footprint (multiple microsites) plus Practo presence; a credible ED/PE/SH threat in Ranchi but non-allopathic, positioned on herbal/holistic sexual-wellness rather than clinical treatment.	high
4970529759831042300	Dr. KK Divya	Ranchi	Ayurvedic	BAMS	Ratu Road	Divyani Ayurvedam runs strong Ayurvedic sexologist positioning in Ranchi (~170 reviews, 4.8 rating) with heavy local SEO; a category-overlap threat on SH/sexual-wellness demand but not allopathic.	high
9268238016659861564	Jeevandata Health Clinic	Ranchi	Ayurvedic	BAMS	Mahatma Gandhi Main Road (near Gurudwara), Ranchi 834001	Long-established (1996) Ayurvedic sexology brand with multi-city presence (Patna/Ranchi/Mumbai/Delhi), 30+ yr doctor tenure and strong 4.7/57 reviews — an entrenched Ayurvedic male-sexual-health competitor, not allopathic head-to-head.	high
292614414392669351	Stone And Urology Clinic	Ranchi	Allopathic	MBBS, MS (General Surgery), MCh (Urology)	Bariatu	Highly specialised single-doctor urology clinic (Dr. Raj Kumar Sharma, MCh Urologist, ~12 yrs exp) focused on stone/prostate/laparoscopic surgery — a narrow surgical niche, not a men's sexual-health competitor to Allo.	high
36230746573628077	Dr. Tej Narayan Divya	Ranchi	Ayurvedic	BAMS, MD (Ayurveda)	Mahatma Gandhi Main Road	Ayurvedic sexologist at Jeevandata Health Clinic with ~15 yrs experience and multi-city web presence; positions as a specialized sexual-health provider, a direct competitor for STI/SH demand in Ranchi.	high
7918135500352101977	Javi Clinic	Surat	Homeopathic	DHMS / BHMS	Lal Darwaja	"Solo sexologist Dr. Vijay Kothari (~33 yrs experience, 5.0 Justdial rating) running Javi Clinic with multiple Surat branches (Lal Darwaja, Adajan, Nanpura, Pandesara); markets ""ayurvedic medicine, no side effects"" for male sexual problems but is actually homeopathy-qualified — an established, well-reviewed local incumbent in the men's sexual-health niche."	high
2679027850497803486	Dr Anuj Khandelwal	Surat	Allopathic	MBBS, MD (Psychiatry)	Katargam	Qualified MD psychiatrist (14 yrs exp) practicing at Kiran Multi Super Speciality Hospital; strong credentials position him as a credible allopathic psychiatry/sexology competitor in Surat, listed across Practo, Bajaj, Drlogy.	high
9809029543916517943	Gautam clinic	Surat	Ayurvedic	BAMS	Udhna	National Ayurvedic sexology chain (Dr. Inderjeet Gautam franchise) with a heavily-reviewed Udhna branch (~10,700 ratings, 4.55 stars); strong low-cost (₹350) male-sexual-problems positioning competing directly on ED/PE demand.	high
8617748453336859176	Dr. Anil Gaikwad	Surat	Allopathic	MBBS, MD (Psychiatry), DPM	Rander (Tadwadi, Rander Road)	Highly credentialed allopathic psychiatrist-sexologist (MBBS + MD Psychiatry, 28 yrs exp) at Moon Mind Care; strong credibility positioning for SH/MH and STI-adjacent demand makes him a serious Surat competitor vs Ayurvedic sexologists.	high
18098829186976999633	Dr. Mayank Agrawal	Surat	Allopathic	MBBS, MD (Psychiatry)	Vesu	Established allopathic psychiatrist/sexologist in Vesu (MD Psychiatry, Grant Medical College/JJ Hospital, 14-15 yrs exp, de-addiction trained); very strong Practo reputation (4.9/5, 683+ reviews) plus own website and Sexologist positioning make him a credible MH/SH competitor in Surat.	high
10495503118163268044	Dr. Elavatsala Sharma | Dr Saurabh Shah Serenity Neuropsychiatry Clinic |Centre for Therapy & Training in Mental Health |	Vadodara	Allopathic	MBBS, MD (Psychiatry)	Gotri / Vasna Road	Established allopathic neuropsychiatry clinic (Dr. Elavatsala Sharma & Dr. Saurabh Shah, both MBBS+MD Psychiatry, ~15 yrs exp) with strong reviews (4.8/67) and dedicated MH/psychosexual positioning; a credible specialist competitor for mental-health and psychosexual demand in Vadodara.	high
16070038605974301679	Psychiatrist - Dr. Parth A Soni -Alpha Mind Clinic- Sexologist	Vadodara	Allopathic	MBBS, DNB (Psychiatry)	Harni Road	Well-credentialled MBBS + DNB psychiatrist with ~12 yrs experience, strong sexual-medicine + de-addiction positioning and rTMS specialisation; a credible allopathic MH/sexology competitor in Vadodara with clinic + Alpha Healing Center rehab backing.	high
15759359992521377119	Dr Mukesh Trivedi	Vadodara	Allopathic	MBBS	Karelibaug	MBBS general physician (43 yrs exp) marketing himself as sexologist/psychotherapist/stress-management specialist in Karelibaug; established local allopathic name competing directly on SH positioning, but a solo legacy practitioner with limited digital review depth.	high
4685482525001646978	Shivaay Hospicare | Lady Doctor - Best Physician in Vadodara	Vadodara	Allopathic	MD (Physician)	Gotri Road	"Dr. Reema Solanki Chauhan (MD Physician, 9+ yrs, family medicine) runs an established (2011) allopathic clinic with strong reputation — 4.9 rating across 300+ reviews and low consult fee (₹100 clinic); positions as women's-health-friendly ""lady doctor,"" a credible general-medicine competitor in Gotri."	high
3485417121033874863	𝗔𝗻𝗴𝗲𝗹 𝗦𝗲𝘅𝗰𝘂𝗿𝗲 𝗖𝗹𝗶𝗻𝗶𝗰	Vadodara	Ayurvedic	BAMS (likely, not explicitly published)	Manjalpur	Solo-doctor Ayurvedic 'gupt rog'/sexology clinic (Dr. Himanshu S. Oza) in Manjalpur positioned on impotency & infertility; strong local presence with ~4.3 rating on 63 reviews and active Instagram/Justdial/Practo listings, but single-location niche player — low threat to a multi-city allopathic chain except on price-sensitive local SH/ED walk-ins.	medium
13110165103625852265	Dr Tharak’s UroCare and AndroHealth	Vijayawada	Allopathic	MBBS (practicing Urologist/Andrologist; MS/MCh-level surgical urology)	Moghalrajpuram (Labbipet), Vijayawada	Specialist allopathic urology/andrology clinic run by a qualified urologist — a credible clinical competitor for men's sexual-health (ED/PE) and STI demand in Vijayawada, with a strong 5/5 rating but very low review volume (~7), so beatable on trust/volume and category breadth.	high
3759192028025434133	Dr. S.A.BABU {SPECIALIST IN SEXUAL DYSFUNCTIONS}	Vijayawada	Allopathic	MBBS, DPM (Diploma in Psychological Medicine)	Suryarao Pet	Qualified MBBS+DPM psychiatrist (Dr. S. Ashok Babu, ~19 yrs exp) positioning as psycho-sexual medicine specialist; credible allopathic competitor across Practo/Lybrate/Justdial/Apollo247, though single-doctor local clinic vs chain scale.	high
5891404241343137379	Jai Andrology and Mens Health	Vijayawada	Allopathic	MBBS, MCh (Urology)	Suryaraopet	Primary doctor Dr. Kranthi Kumar Reddy is a super-specialist urologist/andrologist (MBBS, MCh Urology from NIMS Hyderabad, Andrology fellowship UCLH London) running Vijayawada's first exclusive men's-health/andrology centre. High-credibility allopathic specialist positioning on ED, male infertility and sexual health makes him a strong direct competitive threat.	high
975891550927273652	DR ASHOK KUMAr	Vijayawada	Allopathic	MBBS, MS (General Surgery)	Suryaraopet	Established general/laparoscopic surgeon (Dr. K. Ashok Kumar, ~34 yrs exp) at Ashoka Hospital; strong for piles/proctology and minimal-access surgery — a surgical-referral threat rather than a sexual/mental-health demand competitor.	high
15017994454562639330	Ayushri Ayurveda - 45y Exp Doctor (Govt-rtd)	Visakhapatnam	Ayurvedic	BAMS	Kancharapalem	Ayurvedic sexologist positioning on a 45-yr govt-retired Ayurvedic doctor; strong ED/PE + sexual-health focus and good reviews make it a credibility-led local competitor in the SH/ED category, though single-clinic and non-allopathic.	high
6688998463165375346	Medikon Sexual Health Care Center - Sex Psychologists | Sexologist | Sex Counselling Doctors in Gajuwaka / Vizag	Visakhapatnam	Unknown	M.S. (Sexuality & Sexual Counselling) + P.G.D.C.P (Counselling Psychology), Kuvempu University — no medical/system-of-medicine degree	Gajuwaka	"Run by Pilla V.K. Durga Rao, a sex counsellor/psychologist (listed as ""Mr."" on myUpchar/eka.care), not a medical physician — no MBBS/BAMS. Positions as sexology + infertility specialist with strong local reputation (4.8/5, 250+ reviews) and 20+ yrs experience; counselling-led, low clinical/prescription threat."	medium
1807732225219552705	Dr. C. Rogers Memorial	Visakhapatnam	Unknown	MS(Sexuality), M.Sc(Psychology) — no MBBS/BAMS/BHMS/BUMS	Maharanipeta	Long-standing niche sexual & psychological health centre (Dr. B.R. Murthy) directly competing in Allo's SH/MH categories; strong local brand and positive reviews, but the lead doctor holds only sexology/psychology counselling credentials, not a recognized medical (allopathic/AYUSH) degree — an authority/credibility angle Allo can exploit.	medium
3985599622359240180	Pooja Andrology Center	Visakhapatnam	Allopathic	MBBS, MS (General Surgery); FICS Andrology	Ram Nagar	Established MBBS/MS andrologist (Dr. Kameswara Sharma A.) running a dedicated andrology & fertility centre; strong allopathic male-sexual-health positioning and wide listing presence make it a real competitor in Vizag.	high
